  350.00,    6.00
  351.00,    1.45
  352.00,    1.52
  353.00,    1.30
  354.00,    6.00
  355.00,    1.44
  356.00,    1.53
  357.00,    1.33
  358.00,    1.00
  359.00,    0.64
  360.00,    0.61
  361.00,    0.93
  362.00,    0.99
  363.00,    0.83
  364.00,    0.55
  365.00,    0.83
  366.00,    0.49
  367.00,    0.43
  368.00,    0.40
  369.00,    0.44
  370.00,    0.49
  371.00,    0.24
  372.00,    0.36
  373.00,    0.35
  374.00,    0.42
  375.00,    0.39
  376.00,    0.29
  377.00,    0.33
  378.00,    0.35
  379.00,    0.30
  380.00,    0.27
  381.00,    0.24
  382.00,    0.21
  383.00,    0.21
  384.00,    0.21
  385.00,    0.21
  386.00,    0.18
  387.00,    0.14
  388.00,    0.13
  389.00,    0.11
  390.00,    0.11
  391.00,    0.12
  392.00,    0.10
  393.00,    0.09
  394.00,    0.09
  395.00,    0.08
  396.00,    0.07
  397.00,    0.08
  398.00,    0.08
  399.00,    0.07
  400.00,    0.07
  401.00,    0.07
  402.00,    0.06
  403.00,    0.06
  404.00,    0.06
  405.00,    0.06
  406.00,    0.06
  407.00,    0.06
  408.00,    0.06
  409.00,    0.06
  410.00,    0.06
  411.00,    0.06
  412.00,    0.06
  413.00,    0.05
  414.00,    0.06
  415.00,    0.05
  416.00,    0.05
  417.00,    0.06
  418.00,    0.06
  419.00,    0.06
  420.00,    0.06
  421.00,    0.06
  422.00,    0.05
  423.00,    0.05
  424.00,    0.05
  425.00,    0.05
  426.00,    0.06
  427.00,    0.06
  428.00,    0.05
  429.00,    0.05
  430.00,    0.06
  431.00,    0.06
  432.00,    0.06
  433.00,    0.06
  434.00,    0.06
  435.00,    0.06
  436.00,    0.06
  437.00,    0.06
  438.00,    0.06
  439.00,    0.06
  440.00,    0.06
  441.00,    0.06
  442.00,    0.06
  443.00,    0.06
  444.00,    0.06
  445.00,    0.06
  446.00,    0.06
  447.00,    0.06
  448.00,    0.06
  449.00,    0.06
  450.00,    0.06
  451.00,    0.06
  452.00,    0.06
  453.00,    0.06
  454.00,    0.06
  455.00,    0.06
  456.00,    0.06
  457.00,    0.06
  458.00,    0.07
  459.00,    0.07
  460.00,    0.07
  461.00,    0.07
  462.00,    0.07
  463.00,    0.07
  464.00,    0.06
  465.00,    0.07
  466.00,    0.07
  467.00,    0.07
  468.00,    0.06
  469.00,    0.07
  470.00,    0.07
  471.00,    0.07
  472.00,    0.07
  473.00,    0.07
  474.00,    0.07
  475.00,    0.07
  476.00,    0.07
  477.00,    0.07
  478.00,    0.07
  479.00,    0.07
  480.00,    0.07
  481.00,    0.07
  482.00,    0.07
  483.00,    0.07
  484.00,    0.08
  485.00,    0.08
  486.00,    0.08
  487.00,    0.08
  488.00,    0.08
  489.00,    0.08
  490.00,    0.08
  491.00,    0.08
  492.00,    0.09
  493.00,    0.09
  494.00,    0.09
  495.00,    0.09
  496.00,    0.09
  497.00,    0.09
  498.00,    0.10
  499.00,    0.10
  500.00,    0.10
  501.00,    0.10
  502.00,    0.10
  503.00,    0.11
  504.00,    0.11
  505.00,    0.11
  506.00,    0.11
  507.00,    0.11
  508.00,    0.12
  509.00,    0.12
  510.00,    0.12
  511.00,    0.12
  512.00,    0.12
  513.00,    0.13
  514.00,    0.13
  515.00,    0.13
  516.00,    0.14
  517.00,    0.14
  518.00,    0.14
  519.00,    0.14
  520.00,    0.15
  521.00,    0.15
  522.00,    0.15
  523.00,    0.16
  524.00,    0.16
  525.00,    0.17
  526.00,    0.17
  527.00,    0.17
  528.00,    0.18
  529.00,    0.18
  530.00,    0.18
  531.00,    0.19
  532.00,    0.19
  533.00,    0.20
  534.00,    0.20
  535.00,    0.21
  536.00,    0.21
  537.00,    0.21
  538.00,    0.22
  539.00,    0.22
  540.00,    0.23
  541.00,    0.24
  542.00,    0.24
  543.00,    0.24
  544.00,    0.24
  545.00,    0.26
  546.00,    0.26
  547.00,    0.26
  548.00,    0.26
  549.00,    0.27
  550.00,    0.27
  551.00,    0.28
  552.00,    0.29
  553.00,    0.29
  554.00,    0.30
  555.00,    0.30
  556.00,    0.31
  557.00,    0.31
  558.00,    0.32
  559.00,    0.33
  560.00,    0.34
  561.00,    0.34
  562.00,    0.35
  563.00,    0.36
  564.00,    0.37
  565.00,    0.38
  566.00,    0.39
  567.00,    0.40
  568.00,    0.41
  569.00,    0.42
  570.00,    0.42
  571.00,    0.44
  572.00,    0.44
  573.00,    0.46
  574.00,    0.46
  575.00,    0.48
  576.00,    0.48
  577.00,    0.50
  578.00,    0.51
  579.00,    0.52
  580.00,    0.52
  581.00,    0.53
  582.00,    0.54
  583.00,    0.54
  584.00,    0.55
  585.00,    0.55
  586.00,    0.56
  587.00,    0.56
  588.00,    0.57
  589.00,    0.57
  590.00,    0.57
  591.00,    0.58
  592.00,    0.58
  593.00,    0.58
  594.00,    0.59
  595.00,    0.59
  596.00,    0.60
  597.00,    0.60
  598.00,    0.61
  599.00,    0.61
  600.00,    0.62
  601.00,    0.63
  602.00,    0.64
  603.00,    0.65
  604.00,    0.66
  605.00,    0.68
  606.00,    0.69
  607.00,    0.71
  608.00,    0.72
  609.00,    0.74
  610.00,    0.76
  611.00,    0.78
  612.00,    0.80
  613.00,    0.83
  614.00,    0.85
  615.00,    0.88
  616.00,    0.91
  617.00,    0.93
  618.00,    0.96
  619.00,    0.99
  620.00,    1.02
  621.00,    1.04
  622.00,    1.07
  623.00,    1.09
  624.00,    1.11
  625.00,    1.14
  626.00,    1.16
  627.00,    1.18
  628.00,    1.19
  629.00,    1.21
  630.00,    1.22
  631.00,    1.23
  632.00,    1.24
  633.00,    1.23
  634.00,    1.22
  635.00,    1.22
  636.00,    1.22
  637.00,    1.20
  638.00,    1.19
  639.00,    1.18
  640.00,    1.15
  641.00,    1.13
  642.00,    1.10
  643.00,    1.08
  644.00,    1.05
  645.00,    1.02
  646.00,    0.99
  647.00,    0.95
  648.00,    0.92
  649.00,    0.88
  650.00,    0.86
  651.00,    0.82
  652.00,    0.79
  653.00,    0.75
  654.00,    0.72
  655.00,    0.69
  656.00,    0.65
  657.00,    0.62
  658.00,    0.59
  659.00,    0.56
  660.00,    0.53
  661.00,    0.51
  662.00,    0.48
  663.00,    0.45
  664.00,    0.43
  665.00,    0.41
  666.00,    0.38
  667.00,    0.36
  668.00,    0.34
  669.00,    0.32
  670.00,    0.31
  671.00,    0.29
  672.00,    0.27
  673.00,    0.26
  674.00,    0.24
  675.00,    0.23
  676.00,    0.22
  677.00,    0.20
  678.00,    0.19
  679.00,    0.18
  680.00,    0.18
  681.00,    0.17
  682.00,    0.16
  683.00,    0.15
  684.00,    0.15
  685.00,    0.14
  686.00,    0.14
  687.00,    0.13
  688.00,    0.12
  689.00,    0.12
  690.00,    0.11
  691.00,    0.11
  692.00,    0.11
  693.00,    0.10
  694.00,    0.10
  695.00,    0.10
  696.00,    0.09
  697.00,    0.09
  698.00,    0.09
  699.00,    0.09
  700.00,    0.09
  701.00,    0.08
  702.00,    0.08
  703.00,    0.08
  704.00,    0.08
  705.00,    0.08
  706.00,    0.08
  707.00,    0.07
  708.00,    0.08
  709.00,    0.08
  710.00,    0.07
  711.00,    0.07
  712.00,    0.07
  713.00,    0.07
  714.00,    0.07
  715.00,    0.07
  716.00,    0.07
  717.00,    0.07
  718.00,    0.07
  719.00,    0.07
  720.00,    0.07
  721.00,    0.07
  722.00,    0.07
  723.00,    0.07
  724.00,    0.07
  725.00,    0.07
  726.00,    0.07
  727.00,    0.07
  728.00,    0.07
  729.00,    0.07
  730.00,    0.07
  731.00,    0.07
  732.00,    0.07
  733.00,    0.07
  734.00,    0.07
  735.00,    0.07
  736.00,    0.06
  737.00,    0.07
  738.00,    0.07
  739.00,    0.07
  740.00,    0.07
  741.00,    0.07
  742.00,    0.06
  743.00,    0.07
  744.00,    0.07
  745.00,    0.07
  746.00,    0.07
  747.00,    0.06
  748.00,    0.06
  749.00,    0.06
  750.00,    0.07
  751.00,    0.06
  752.00,    0.06
  753.00,    0.06
  754.00,    0.07
  755.00,    0.06
  756.00,    0.06
  757.00,    0.06
  758.00,    0.07
  759.00,    0.07
  760.00,    0.07
  761.00,    0.07
  762.00,    0.06
  763.00,    0.06
  764.00,    0.06
  765.00,    0.06
  766.00,    0.06
  767.00,    0.06
  768.00,    0.06
  769.00,    0.06
  770.00,    0.06
  771.00,    0.06
  772.00,    0.06
  773.00,    0.06
  774.00,    0.06
  775.00,    0.06
  776.00,    0.06
  777.00,    0.06
  778.00,    0.06
  779.00,    0.06
  780.00,    0.06
  781.00,    0.06
  782.00,    0.06
  783.00,    0.06
  784.00,    0.06
  785.00,    0.06
  786.00,    0.06
  787.00,    0.06
  788.00,    0.06
  789.00,    0.06
  790.00,    0.06
  791.00,    0.06
  792.00,    0.06
  793.00,    0.06
  794.00,    0.06
  795.00,    0.06
  796.00,    0.06
  797.00,    0.06
  798.00,    0.06
